Date,Terminal,Compagnie ,N parking,N vol,Immat,Heure,Type
26-02-2020,T4,AH,W21B,4063,JA,26-02-2020 16:00,Desaccostage
26-02-2020,T4,AH,W25C,1011,KJ,26-02-2020 15:45,Desaccostage
26-02-2020,T4,AH,W24C,1217,JL,26-02-2020 16:45,Desaccostage
26-02-2020,T4,AH,W24A,2005,JU,26-02-2020 16:50,Desaccostage
26-02-2020,T4,AH,W23C,2014,JM,26-02-2020 16:53,Desaccostage
26-02-2020,T4,AH,W22A,2063,KQ,26-02-2020 17:50,Desaccostage
26-02-2020,T4,AH,W25A,4039,KG,26-02-2020 19:20,Desaccostage
26-02-2020,T4,AH,W25C,4014,KJ,26-02-2020 18:58,Desaccostage
26-02-2020,T4,AH,W20,1005,JC,26-02-2020 18:40,Desaccostage
26-02-2020,T4,AH,W22C,3017,JK,26-02-2020 19:35,Desaccostage
26-02-2020,T4,AH,W17,5318,JN,26-02-2020 20:00,Desaccostage
27-02-2020,T4,AH,W24A,1215,KK,27-02-2020 22:12,Desaccostage
27-02-2020,T4,AH,W18,4003,JU,27-02-2020 21:20,Desaccostage
27-02-2020,T4,AH,W17,5323,KQ,27-02-2020 03:15,Desaccostage
27-02-2020,T4,AH,W16,4000,JO,27-02-2020 07:02,Desaccostage
27-02-2020,T4,AH,W17,1002,KQ,27-02-2020 07:20,Desaccostage
27-02-2020,T4,AH,W18,2012,JU,27-02-2020 07:00,Desaccostage
27-02-2020,T4,AH,W22C,5319,JN,27-02-2020 06:45,Desaccostage
27-02-2020,T4,AH,W22C,1036,JN,27-02-2020 09:48,Desaccostage
27-02-2020,T4,AH,W19,3016,KB,27-02-2020 09:50,Desaccostage
27-02-2020,T1,DTH,W08,1850,CE,27-02-2020 10:45,Desaccostage
27-02-2020,T1,DTH,W09,1909,CA,27-02-2020 10:00,Desaccostage
27-02-2020,T1,DTH,W11A,2111,CD,27-02-2020 11:05,Desaccostage
27-02-2020,T1,AH,W10B,6102,JW,27-02-2020 12:10,Desaccostage
27-02-2020,T1,AH,W12,6147,JA,27-02-2020 12:00,Desaccostage
27-02-2020,T1,DTH,W09,1840,CB,27-02-2020 15:15,Desaccostage
27-02-2020,T1,AH,W12,6052,JA,27-02-2020 15:20,Desaccostage
27-02-2020,T1,AH,W08,1321,CF,27-02-2020 15:30,Desaccostage
27-02-2020,T1,AH,W09,6284,JQ,27-02-2020 18:40,Desaccostage
27-02-2020,T1,AH,W12,6053,JR,27-02-2020 18:55,Desaccostage
27-02-2020,T1,DTH,W11A,1802,CD,27-02-2020 18:05,Desaccostage
28-02-2020,T1,AH,W09,6106,KJ,28-02-2020 20:50,Desaccostage
28-02-2020,T1,AH,W08,6001,JA,28-02-2020 23:20,Desaccostage
28-02-2020,T1,AH,W10A,6310,KB,28-02-2020 23:15,Desaccostage
28-02-2020,T1,AH,W11A,6142,KC,28-02-2020 23:20,Desaccostage
28-02-2020,T1,AH,W10C,6230,JN,28-02-2020 00:13,Desaccostage
28-02-2020,T1,AH,W12,2334,KN,28-02-2020 07:40,Desaccostage
27-02-2020,T1,TK,W02,653,JVC,27-02-2020 10:45,Desaccostage
27-02-2020,T1,AT,W04,560,OR,27-02-2020 13:10,Desaccostage
27-02-2020,T1,MS,W01,845,JEK,27-02-2020 13:35,Desaccostage
27-02-2020,T1,IK,W06B,757,EGN,27-02-2020 15:43,Desaccostage
27-02-2020,T1,QR,W04,1379,CZ,27-02-2020 15:50,Desaccostage
27-02-2020,T1,RJ,W02,517,AYS,27-02-2020 15:10,Desaccostage
27-02-2020,T1,TU,W01,374,MW,27-02-2020 15:44,Desaccostage
27-02-2020,T1,TK,W03B,651,LOA,27-02-2020 16:45,Desaccostage
28-02-2020,T1,TK,W01,655,JRD,28-02-2020 02:35,Desaccostage
27-02-2020,T1,TU,W02,610,MO,27-02-2020 18:00,Desaccostage
27-02-2020,T4,TO,W14,4680,VA,27-02-2020 09:20,Desaccostage
27-02-2020,T4,VLG,W15,7476,MKV,27-02-2020 09:50,Desaccostage
27-02-2020,T4,AF,W14,1554,XJ,27-02-2020 10:28,Desaccostage
27-02-2020,T4,DTH,W27A,3018,CT,27-02-2020 10:14,Desaccostage
27-02-2020,T4,AF,W15,9454,HI,27-02-2020 11:52,Desaccostage
27-02-2020,T4,LH,W14,1316,PP,27-02-2020 13:20,Desaccostage
27-02-2020,T4,BA,W16,2546,TE,27-02-2020 13:25,Desaccostage
27-02-2020,T4,VLG,W15,7338,MKO,27-02-2020 13:40,Desaccostage
27-02-2020,T4,AF,W17,1854,HV,27-02-2020 14:48,Desaccostage
27-02-2020,T4,AZ,W13,800,DE,27-02-2020 17:50,Desaccostage
27-02-2020,T4,AF,W14,1653,XT,27-02-2020 18:40,Desaccostage
28-02-2020,T4,JAF,W16,2401,CAO,28-02-2020 20:33,Desaccostage
28-02-2020,T4,VLG,W15,7991,LOC,28-02-2020 20:15,Desaccostage
28-02-2020,T4,TO,W17,4800,VG,28-02-2020 23:00,Desaccostage
28-02-2020,T4,AF,W15,1354,PG,28-02-2020 00:50,Desaccostage
28-02-2020,T4,AZ,W13,802,NB,28-02-2020 00:55,Desaccostage
28-02-2020,T4,AZ,W13,803,NB,28-02-2020 05:15,Desaccostage
28-02-2020,T4,AF,W15,1355,PG,28-02-2020 05:56,Desaccostage
28-02-2020,T4,VLG,W14,7396,KCE,28-02-2020 08:20,Desaccostage
27-02-2020,T4,AH,W18,1044,KS,27-02-2020 09:40,Desaccostage
27-02-2020,T4,AH,W21,1000,JX,27-02-2020 10:45,Desaccostage
27-02-2020,T4,AH,W25,1074,JK,27-02-2020 10:30,Desaccostage
27-02-2020,T4,AH,W24C,2006,KC,27-02-2020 09:48,Desaccostage
27-02-2020,T4,AH,W17,1010,KI,27-02-2020 09:53,Desaccostage
27-02-2020,T4,AH,W23A,1009,KH,27-02-2020 11:41,Desaccostage
27-02-2020,T4,AH,W20B,1004,JC,27-02-2020 12:06,Desaccostage
27-02-2020,T4,AH,W23C,2024,KA,27-02-2020 10:18,Desaccostage
27-02-2020,T4,AH,W17,2013,JU,27-02-2020 11:52,Desaccostage
27-02-2020,T4,AH,W24A,1025,KL,27-02-2020 11:10,Desaccostage
27-02-2020,T4,AH,W21B,2700,JV,27-02-2020 13:08,Desaccostage
27-02-2020,T4,AH,W18,1231,KG,27-02-2020 13:00,Desaccostage
27-02-2020,T4,AH,W23A,1023,KK,27-02-2020 14:30,Desaccostage
27-02-2020,T4,AH,W22A,1045,KS,27-02-2020 15:23,Desaccostage
27-02-2020,T4,AH,W22C,2007,KC,27-02-2020 17:20,Desaccostage
27-02-2020,T4,AH,W24C,1003,KG,27-02-2020 15:10,Desaccostage
27-02-2020,T4,AH,W24A,1006,KL,27-02-2020 15:37,Desaccostage
27-02-2020,T4,AH,W18,4065,JP,27-02-2020 16:44,Desaccostage
27-02-2020,T4,AH,W16,2005,JU,27-02-2020 17:25,Desaccostage
27-02-2020,T4,AH,W23A,2025,KA,27-02-2020 17:35,Desaccostage
27-02-2020,T4,AH,W15,1011,KI,27-02-2020 17:00,Desaccostage
27-02-2020,T4,AH,W22A,1075,JK,27-02-2020 17:45,Desaccostage
27-02-2020,T4,AH,W17,2047,KH,27-02-2020 19:38,Desaccostage
27-02-2020,T4,AH,W24C,1008,KQ,27-02-2020 18:36,Desaccostage
27-02-2020,T4,AH,W14,1037,JN,27-02-2020 16:50,Desaccostage
27-02-2020,T4,AH,W23C,4017,KT,27-02-2020 18:28,Desaccostage
27-02-2020,T4,AH,W18,1021,KK,27-02-2020 20:45,Desaccostage
27-02-2020,T4,AH,W21B,1005,JC,27-02-2020 22:49,Desaccostage
28-02-2020,T4,AH,W22C,1041,KS,28-02-2020 20:20,Desaccostage
28-02-2020,T4,AH,W22A,1007,KL,28-02-2020 22:15,Desaccostage
28-02-2020,T4,AH,W19,3018,KD,28-02-2020 23:00,Desaccostage
28-02-2020,T4,AH,W24A,1013,JP,28-02-2020 22:55,Desaccostage
28-02-2020,T4,AH,W24C,5327,KI,28-02-2020 03:30,Desaccostage
28-02-2020,T4,AH,W22A,1002,KL,28-02-2020 07:15,Desaccostage
28-02-2020,T4,AH,W22C,4000,KS,28-02-2020 07:00,Desaccostage
28-02-2020,T4,AH,W19,3019,KD,28-02-2020 09:15,Desaccostage
28-02-2020,T4,AH,W23A,4038,KA,28-02-2020 08:40,Desaccostage
28-02-2020,T4,AH,W24C,1022,KI,28-02-2020 08:55,Desaccostage
28-02-2020,T4,AH,W25A,1074,JR,28-02-2020 08:20,Desaccostage
28-02-2020,T4,AH,W24A,1036,JP,28-02-2020 10:30,Desaccostage
28-02-2020,T4,AH,W18,5011,KK,28-02-2020 09:15,Desaccostage
28-02-2020,T1,DTH,W09,1803,CD,28-02-2020 12:40,Desaccostage
28-02-2020,T1,DTH,W08,2382,CA,28-02-2020 11:00,Desaccostage
28-02-2020,T1,DTH,W10C,1841,CB,28-02-2020 18:10,Desaccostage
28-02-2020,T1,AH,W12,6244,JQ,28-02-2020 16:25,Desaccostage
28-02-2020,T1,AH,W08,6335,KT,28-02-2020 18:15,Desaccostage
28-02-2020,T1,DTH,W10A,1900,CC,28-02-2020 18:00,Desaccostage
28-02-2020,T1,AH,W11A,6112,KQ,28-02-2020 18:50,Desaccostage
28-02-2020,T1,AH,W12,6006,KO,28-02-2020 18:50,Desaccostage
28-02-2020,T1,AH,W09,2026,KA,28-02-2020 19:00,Desaccostage
29-02-2020,T1,DTH,W08,2383,CA,29-02-2020 19:40,Desaccostage
29-02-2020,T1,AH,W10A,6245,JQ,29-02-2020 21:55,Desaccostage
29-02-2020,T1,AH,W12,6106,KK,29-02-2020 22:00,Desaccostage
29-02-2020,T1,AH,W09,6146,JN,29-02-2020 23:45,Desaccostage
29-02-2020,T1,AH,W12,6147,JN,29-02-2020 05:30,Desaccostage
29-02-2020,T1,DTH,W08,2320,CA,29-02-2020 06:55,Desaccostage
29-02-2020,T1,AH,W10A,6100,JQ,29-02-2020 07:10,Desaccostage
29-02-2020,T1,AH,W09,6212,JM,29-02-2020 07:50,Desaccostage
29-02-2020,T1,AH,W10C,6040,JL,29-02-2020 08:30,Desaccostage
29-02-2020,T1,AH,W12,6050,JN,29-02-2020 08:20,Desaccostage
28-02-2020,T1,TK,W01,653,JVP,28-02-2020 10:52,Desaccostage
28-02-2020,T1,RAM,W03B,560,GZ,28-02-2020 13:02,Desaccostage
28-02-2020,T1,MS,W01,845,GEK,28-02-2020 13:22,Desaccostage
28-02-2020,T1,UAE,W06,757,VJ,28-02-2020 15:17,Desaccostage
28-02-2020,T1,TU,W02,338,MH,28-02-2020 13:56,Desaccostage
28-02-2020,T1,QTR,W04B,1379,CI,28-02-2020 15:42,Desaccostage
28-02-2020,T1,TK,W03B,651,JWA,28-02-2020 18:22,Desaccostage
29-02-2020,T1,TK,W02,655,JCL,29-02-2020 02:00,Desaccostage
28-02-2020,T4,VLG,W15,7476,BD,28-02-2020 09:30,Desaccostage
28-02-2020,T4,AF,W14,1554,XR,28-02-2020 10:39,Desaccostage
28-02-2020,T4,ASL,W15,951,QT,28-02-2020 11:14,Desaccostage
28-02-2020,T4,BA,W17,2546,TU,28-02-2020 12:00,Desaccostage
28-02-2020,T4,HZ,W13,800,NB,28-02-2020 11:50,Desaccostage
28-02-2020,T4,LH,W25A,1316,ED,28-02-2020 13:26,Desaccostage
28-02-2020,T4,AF,W15,1854,PA,28-02-2020 15:55,Desaccostage
28-02-2020,T4,DTH,W18,3012,CF,28-02-2020 17:10,Desaccostage
29-02-2020,T4,VLG,W16,7991,NBK,29-02-2020 21:15,Desaccostage
29-02-2020,T4,VLG,W16,7474,MKV,29-02-2020 00:15,Desaccostage
29-02-2020,T4,AF,W17,1354,XI,29-02-2020 01:28,Desaccostage
29-02-2020,T4,AZ,W13,802,DK,29-02-2020 00:35,Desaccostage
29-02-2020,T4,AF,W17,1355,XI,29-02-2020 06:00,Desaccostage
29-02-2020,T4,AZ,W13,803,DK,29-02-2020 05:22,Desaccostage
29-02-2020,T4,VLG,W17,7475,NGB,29-02-2020 08:12,Desaccostage
29-02-2020,T4,VLG,W18,7396,KCV,29-02-2020 08:10,Desaccostage
28-02-2020,T4,AH,W25C,2006,KB,28-02-2020 10:03,Desaccostage
28-02-2020,T4,AH,W23C,3016,RC,28-02-2020 10:05,Desaccostage
28-02-2020,T4,AH,W21,4012,JX,28-02-2020 09:55,Desaccostage
28-02-2020,T4,AH,W20,2702,JZ,28-02-2020 09:30,Desaccostage
28-02-2020,T4,AH,W17,1216,JN,28-02-2020 10:15,Desaccostage
28-02-2020,T4,AH,W22B,1000,JY,28-02-2020 11:00,Desaccostage
28-02-2020,T4,AH,W23A,1025,JU,28-02-2020 11:05,Desaccostage
28-02-2020,T4,AH,W25A,2026,JQ,28-02-2020 10:40,Desaccostage
28-02-2020,T4,AH,W19,1190,JO,28-02-2020 11:15,Desaccostage
28-02-2020,T4,AH,W24C,1009,KQ,28-02-2020 11:05,Desaccostage
28-02-2020,T4,AH,W16,2054,KS,28-02-2020 10:33,Desaccostage
28-02-2020,T4,AH,W20,1004,JV,28-02-2020 12:03,Desaccostage
28-02-2020,T4,AH,W24A,4001,KS,28-02-2020 11:45,Desaccostage
28-02-2020,T4,AH,W25C,1231,KH,28-02-2020 13:43,Desaccostage
28-02-2020,T4,AH,W22C,1023,KI,28-02-2020 14:20,Desaccostage
28-02-2020,T4,AH,W22A,1003,KL,28-02-2020 17:50,Desaccostage
28-02-2020,T4,AH,W23C,2005,TSU,28-02-2020 16:00,Desaccostage
28-02-2020,T4,AH,W23A,2007,KB,28-02-2020 15:33,Desaccostage
28-02-2020,T4,AH,W17,1006,KF,28-02-2020 14:43,Desaccostage
28-02-2020,T4,AH,W24A,1037,JP,28-02-2020 16:30,Desaccostage
28-02-2020,T4,AH,W20,1463,JCL,28-02-2020 15:25,Desaccostage
28-02-2020,T4,AH,W24,1011,KK,28-02-2020 17:00,Desaccostage
28-02-2020,T4,AH,W21,1034,JAI,28-02-2020 16:04,Desaccostage
28-02-2020,T4,AH,W16,2047,KS,28-02-2020 16:00,Desaccostage
28-02-2020,T4,AH,W24A,2063,KE,28-02-2020 18:55,Desaccostage
28-02-2020,T4,AH,W25C,1191,JO,28-02-2020 16:55,Desaccostage
28-02-2020,T4,AH,W25A,1217,JT,28-02-2020 16:50,Desaccostage
28-02-2020,T4,AH,W21,1005,JV,28-02-2020 18:40,Desaccostage
28-02-2020,T4,AH,W23A,1021,KI,28-02-2020 19:28,Desaccostage
28-02-2020,T4,AH,W25,3017,KC,28-02-2020 19:56,Desaccostage
28-02-2020,T4,AH,W17,1215,KH,28-02-2020 20:33,Desaccostage
29-02-2020,T4,AH,W22A,5324,JL,29-02-2020 20:37,Desaccostage
29-02-2020,T4,AH,W24A,4003,JP,29-02-2020 20:20,Desaccostage
29-02-2020,T4,AH,W22C,1071,KD,29-02-2020 20:35,Desaccostage
29-02-2020,T4,AH,W20,4062,JC,29-02-2020 22:35,Desaccostage
29-02-2020,T4,AH,W21,3018,JV,29-02-2020 22:15,Desaccostage
29-02-2020,T4,AH,W24C,1075,JR,29-02-2020 22:15,Desaccostage
29-02-2020,T4,AH,W23A,1007,KF,29-02-2020 22:05,Desaccostage
29-02-2020,T4,AH,W23C,1013,JO,29-02-2020 23:20,Desaccostage
29-02-2020,T4,AH,W16,5323,KS,29-02-2020 02:45,Desaccostage
29-02-2020,T4,AH,W20B,2730,JZ,29-02-2020 04:11,Desaccostage
29-02-2020,T4,AH,W23C,4000,JO,29-02-2020 07:00,Desaccostage
29-02-2020,T4,AH,W13A,1002,KF,29-02-2020 07:03,Desaccostage
29-02-2020,T4,AH,W15,5011,KH,29-02-2020 06:50,Desaccostage
29-02-2020,T4,AH,W14,5319,KC,29-02-2020 06:40,Desaccostage
29-02-2020,T4,AH,W21,3019,JV,29-02-2020 12:47,Desaccostage
29-02-2020,T4,AH,W24A,1022,JP,29-02-2020 09:12,Desaccostage
29-02-2020,T4,AH,W22A,1010,KV,29-02-2020 08:58,Desaccostage
29-02-2020,T4,AH,W16,2028,KS,29-02-2020 09:38,Desaccostage
29-02-2020,T4,AH,W15,1036,KH,29-02-2020 09:28,Desaccostage
29-02-2020,T4,AH,W14,2006,KC,29-02-2020 09:32,Desaccostage
29-02-2020,T1,DTH,W11,1326,CF,29-02-2020 09:05,Desaccostage
29-02-2020,T1,DTH,W09,1840,CT,29-02-2020 10:50,Desaccostage
29-02-2020,T1,DTH,W11,1937,CD,29-02-2020 13:45,Desaccostage
29-02-2020,T1,DTH,W08,2340,CD,29-02-2020 15:35,Desaccostage
29-02-2020,T1,DTH,W09,1905,CC,29-02-2020 17:50,Desaccostage
29-02-2020,T1,DTH,W11,1802,CD,29-02-2020 17:45,Desaccostage
29-02-2020,T1,AH,W12,6025,JU,29-02-2020 17:55,Desaccostage
29-02-2020,T1,AH,W08,6051,JN,29-02-2020 19:50,Desaccostage
29-02-2020,T1,AH,W10A,6000,KQ,29-02-2020 19:20,Desaccostage
30-02-2020,T1,AH,W12,6238,KP,30-02-2020 22:10,Desaccostage
30-02-2020,T1,AH,W10C,6146,JP,30-02-2020 23:55,Desaccostage
30-02-2020,T1,AH,W11A,6142,KT,30-02-2020 23:45,Desaccostage
30-02-2020,T1,AH,W09,6106,KH,30-02-2020 23:35,Desaccostage
30-02-2020,T1,AH,W08,6292,JR,30-02-2020 23:10,Desaccostage
30-02-2020,T1,AH,W08,6147,JP,30-02-2020 06:00,Desaccostage
30-02-2020,T1,AH,W10A,6212,JM,30-02-2020 07:05,Desaccostage
30-02-2020,T1,AH,W08,6050,JP,30-02-2020 08:30,Desaccostage
30-02-2020,T1,AH,W09,6040,KE,30-02-2020 09:25,Desaccostage
29-02-2020,T1,TK,W02,653,JHP,29-02-2020 10:48,Desaccostage
29-02-2020,T1,AT,W03B,560,GZ,29-02-2020 12:53,Desaccostage
29-02-2020,T1,MS,W02,845,GEC,29-02-2020 13:47,Desaccostage
29-02-2020,T1,UAE,W06,757,PM,29-02-2020 15:25,Desaccostage
29-02-2020,T1,RJA,W01,517,AYC,29-02-2020 14:50,Desaccostage
29-02-2020,T1,QTR,W04,1379,CP,29-02-2020 15:38,Desaccostage
29-02-2020,T1,TK,W03B,651,JOH,29-02-2020 16:25,Desaccostage
30-02-2020,T1,TU,W01,374,MR,30-02-2020 23:58,Desaccostage
30-02-2020,T1,TK,W01,655,JSB,30-02-2020 02:29,Desaccostage
29-02-2020,T4,TO,W23C,4800,HD,29-02-2020 09:00,Desaccostage
29-02-2020,T4,AF,W17,1554,XS,29-02-2020 10:30,Desaccostage
29-02-2020,T4,ASL,W16,951,TD,29-02-2020 11:30,Desaccostage
29-02-2020,T4,LH,W17,1316,UP,29-02-2020 13:02,Desaccostage
29-02-2020,T4,AF,W17,1854,XM,29-02-2020 14:55,Desaccostage
29-02-2020,T4,AF,W15,9454,HE,29-02-2020 17:10,Desaccostage
29-02-2020,T4,AZ,W13,800,DK,29-02-2020 17:40,Desaccostage
29-02-2020,T4,AF,W17,1654,XI,29-02-2020 18:50,Desaccostage
30-02-2020,T4,VLG,W15,7991,UN,30-02-2020 20:30,Desaccostage
30-02-2020,T4,VLG,W14,7338,MKO,30-02-2020 22:20,Desaccostage
30-02-2020,T4,VLG,W15,7474,MKX,30-02-2020 22:55,Desaccostage
30-02-2020,T4,NZ,W13,803,DK,30-02-2020 00:25,Desaccostage
30-02-2020,T4,CH,W17,1318,UK,30-02-2020 02:35,Desaccostage
30-02-2020,T4,NV,W16,1354,KH,30-02-2020 01:40,Desaccostage
30-02-2020,T4,NV,W16,1355,KP,30-02-2020 05:55,Desaccostage
30-02-2020,T4,NZ,W13,803,DK,30-02-2020 05:17,Desaccostage
30-02-2020,T4,VLG,W16,7396,KCU,30-02-2020 08:05,Desaccostage
29-02-2020,T4,AH,W22C,1046,KA,29-02-2020 09:15,Desaccostage
29-02-2020,T4,AH,W25C,1040,KT,29-02-2020 09:23,Desaccostage
29-02-2020,T4,AH,W24C,2024,JK,29-02-2020 10:15,Desaccostage
29-02-2020,T4,AH,W25A,2054,KQ,29-02-2020 10:23,Desaccostage
29-02-2020,T4,AH,W23A,1000,KJ,29-02-2020 10:15,Desaccostage
29-02-2020,T4,AH,W15,1009,KE,29-02-2020 11:52,Desaccostage
29-02-2020,T4,AH,W22B,1004,JB,29-02-2020 11:58,Desaccostage
29-02-2020,T4,AH,W14,4001,JO,29-02-2020 13:15,Desaccostage
29-02-2020,T4,AH,W20,2700,JZ,29-02-2020 12:46,Desaccostage
29-02-2020,T4,AH,W15,1023,JP,29-02-2020 14:21,Desaccostage
29-02-2020,T4,AH,W16,1045,KA,29-02-2020 14:38,Desaccostage
29-02-2020,T4,AH,W23A,2007,KC,29-02-2020 15:15,Desaccostage
29-02-2020,T4,AH,W22A,1037,KH,29-02-2020 16:00,Desaccostage
29-02-2020,T4,AH,W15,1003,KF,29-02-2020 15:30,Desaccostage
29-02-2020,T4,AH,W21,4063,JC,29-02-2020 15:30,Desaccostage
29-02-2020,T4,AH,W14,2025,JR,29-02-2020 17:14,Desaccostage
29-02-2020,T4,AH,W22C,1011,KB,29-02-2020 16:40,Desaccostage
29-02-2020,T4,AH,W23C,1012,JM,29-02-2020 17:30,Desaccostage
29-02-2020,T4,AH,W16,1001,KL,29-02-2020 18:25,Desaccostage
29-02-2020,T4,AH,W18,2047,KE,29-02-2020 18:06,Desaccostage
29-02-2020,T4,AH,W14,4003,KA,29-02-2020 19:15,Desaccostage
29-02-2020,T4,AH,W20,1005,JB,29-02-2020 19:00,Desaccostage
29-02-2020,T4,AH,W22C,2029,KS,29-02-2020 19:33,Desaccostage
30-02-2020,T4,AH,W25B,1074,JV,30-02-2020 19:40,Desaccostage
30-02-2020,T4,AH,W23A,1215,JO,30-02-2020 22:20,Desaccostage
30-02-2020,T4,AH,W24A,5010,JL,30-02-2020 20:45,Desaccostage
30-02-2020,T4,AH,W22A,1007,KF,30-02-2020 23:36,Desaccostage
30-02-2020,T4,AH,W20,1002,JB,30-02-2020 08:35,Desaccostage
30-02-2020,T4,AH,W21C,2012,KT,30-02-2020 07:50,Desaccostage
30-02-2020,T4,AH,W22C,4016,KS,30-02-2020 08:30,Desaccostage
30-02-2020,T4,AH,W22A,1010,KF,30-02-2020 09:00,Desaccostage
30-02-2020,T4,AH,W23,1022,JK,30-02-2020 09:13,Desaccostage